id,nfo_type,quantity,entry_price,exit_price,profit,placed_at,exited_at,strike,option_type,strategy_id,strategy_name,symbol,future_entry_price,future_exit_price,future_profit
62880,option,50,329.4,305.95,-1202.4999999999995,2022-04-27 09:15:02.540761+00:00,2022-04-27 09:40:01.053107+00:00,35900,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36115.9,36092.9,-1470.0
62881,option,25,479.1,383.1,-2430.0,2022-04-27 09:15:03.299967+00:00,2022-04-28 04:35:03.314377+00:00,35700,ce,7,BankNifty_Affordable_27_Trades,BANKNIFTY,36115.9,36061.55,-1678.7499999999636
62882,option,25,479.1,364.9,-2885.000000000001,2022-04-27 09:15:05.179126+00:00,2022-04-28 04:50:05.204506+00:00,35700,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY,36115.9,36034.0,-2367.5000000000364
62883,option,100,177.0,165.5,-1180.0,2022-04-27 09:15:04.394127+00:00,2022-04-28 04:30:01.281304+00:00,16950,ce,4,Nifty50 Pyramiding_10,NIFTY,17094.55,17105.7,795.0000000001455
62884,option,100,177.9,144.7,-3350.000000000002,2022-04-27 09:15:05.750378+00:00,2022-04-27 09:40:03.170282+00:00,16950,ce,40,"Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17094.55,17056.0,-4174.999999999927
62885,option,100,177.9,151.3,-2689.9999999999995,2022-04-27 09:15:06.156119+00:00,2022-04-27 09:35:04.730838+00:00,16950,ce,99,Nifty50 Every Candle_15,NIFTY,17094.55,17056.35,-4140.000000000073
62886,option,100,177.9,144.85,-3335.000000000001,2022-04-27 09:15:05.974602+00:00,2022-04-27 09:40:04.760068+00:00,16950,ce,101,Nifty50 Every Candle_21,NIFTY,17094.55,17056.0,-4174.999999999927
62887,option,100,179.0,144.85,-3445.0000000000005,2022-04-27 09:15:06.538421+00:00,2022-04-27 09:40:05.132600+00:00,16950,ce,41,"V 4 Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17094.55,17056.0,-4174.999999999927
62888,option,100,179.0,144.15,-3514.9999999999995,2022-04-27 09:15:06.563794+00:00,2022-04-28 05:15:07.075225+00:00,16950,ce,9,Nifty50 Affordable_9,NIFTY,17094.55,17083.3,-1445.0
62889,option,100,172.15,165.5,-695.0000000000006,2022-04-27 09:20:00.735977+00:00,2022-04-28 04:30:01.281304+00:00,16950,ce,4,Nifty50 Pyramiding_10,NIFTY,17089.25,17105.7,1325.0000000000728
62890,option,100,172.15,144.7,-2775.000000000002,2022-04-27 09:20:00.871181+00:00,2022-04-27 09:40:03.170282+00:00,16950,ce,40,"Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17089.25,17056.0,-3645.0
